STUDENT_COURSES_ID,STUID,COURSEID,ENROLLEDSEMESTER,COURSEGRADE
11395,15453,99,2015-2,B+
11396,15453,109,2015-2,A
11397,15453,73,2014-1,B+
11398,15453,208,2014-1,A-
11399,15453,79,2014-2,B
11400,15453,93,2015-1,B
11401,15453,94,2015-1,A
11402,15453,268,2014-2,B+
11403,15453,80,2014-2,B
11404,15453,90,2015-1,B+
11405,15453,92,2015-1,C+
11406,15453,96,2015-2,B+
11407,15453,209,2014-1,B+
11408,15453,215,2014-2,B
11409,15453,269,2014-2,C
11410,15453,97,2015-2,A-
11411,15453,284,2014-1,B
11412,15453,95,2015-1,B
11413,15480,241,2014-1,F
11414,15480,270,2014-1,WF
11415,15480,155,2014-1,F
11416,15480,150,2014-1,A
11417,15480,239,2014-1,C
11418,15480,203,2014-1,WF
11419,15480,240,2014-1,WF
11420,15487,208,2013-2,F
11421,15487,284,2013-2,C+
11422,15487,278,2013-2,C
11423,15487,70,2013-2,F
11424,15487,158,2013-2,B
11425,15487,244,2013-2,C+
11426,15493,74,2013-2,F
11427,15493,208,2013-2,C
11428,15493,158,2013-2,F
11429,15493,70,2015-1,F
11430,15493,244,2013-2,F
11431,15493,278,2015-1,F
11432,15499,73,2014-1,A
11433,15499,278,2014-1,A-
11434,15499,299,2014-1,A
11435,15499,269,2014-2,B+
11436,15499,90,2015-1,B
11437,15499,92,2015-1,C+
11438,15499,74,2013-2,A-
11439,15499,93,2015-1,B
11440,15499,79,2015-2,A
11441,15499,109,2016-2,A-
11442,15499,159,2014-1,A-
11443,15499,215,2014-2,B
11444,15499,97,2015-2,B+
11445,15499,72,2013-2,A
11446,15499,158,2013-2,B
11447,15499,208,2013-2,A
11448,15499,244,2013-2,A
11449,15499,268,2014-2,A
11450,15499,80,2014-2,B
11451,15499,176,2014-2,B
11452,15499,224,2015-1,C+
11453,15499,99,2015-2,A-
11454,15499,95,2016-1,A
11455,15499,209,2014-1,A-
11456,15499,94,2015-1,A-
11457,15499,96,2015-2,B
11458,15525,70,2013-2,C+
11459,15525,278,2013-2,F
11460,15525,244,2013-2,A-
11461,15525,158,2013-2,B+
11462,15529,159,2013-3,B+
11463,15529,93,2016-1,B
11464,15529,208,2016-1,C+
11465,15529,209,2016-1,F
11466,15529,224,2018-1,NR
11467,15529,77,2019-1,B+
11468,15529,224,2019-1,F
11469,15529,97,2019-2,C+
11470,15529,96,2020-2,D
11471,15529,72,2015-1,A
11472,15529,208,2015-1,D
11473,15529,278,2015-1,C
11474,15529,74,2016-1,B
11475,15529,268,2016-2,A-
11476,15529,269,2016-2,B
11477,15529,96,2021-2,B
11478,15529,74,2013-2,F
11479,15529,176,2013-3,A-
11480,15529,79,2016-2,B+
11481,15529,80,2016-2,C
11482,15529,215,2016-2,C+
11483,15529,94,2017-1,A-
11484,15529,95,2017-1,F
11485,15529,224,2017-1,F
11486,15529,109,2019-2,C
11487,15529,224,2020-1,C
11488,15529,74,2014-1,F
11489,15529,208,2014-1,F
11490,15529,299,2014-1,C+
11491,15529,209,2016-2,B
11492,15529,90,2017-1,C+
11493,15529,92,2017-1,F
11494,15529,96,2019-2,F
11495,15529,158,2013-2,B
11496,15529,208,2013-2,F
11497,15529,92,2019-1,C
11498,15529,98,2019-2,C
11499,15529,72,2013-2,F
11500,15529,244,2013-3,C
11501,15529,73,2016-1,C+
11502,15529,77,2018-1,NR
11503,15529,92,2018-1,NR
11504,15571,155,0000-1,TR
11505,15571,158,2013-2,F
11506,15571,284,2013-2,C+
11507,15571,156,2014-1,P
11508,15571,278,2014-1,C+
11509,15576,29,2014-1,B
11510,15576,25,2014-1,B
11511,15576,24,2014-1,B
11512,15576,57,2014-1,C+
11513,15576,208,2014-1,D
11514,15576,58,2014-1,C+
11515,15582,278,2013-2,A
11516,15582,70,2013-2,A-
11517,15582,284,2013-2,A-
11518,15582,203,2013-2,A
11519,15582,244,2013-2,A
11520,15582,158,2013-2,A-
11521,15588,155,2015-2,RE
11522,15588,289,2015-2,RE
11523,15588,158,2014-1,RE
11524,15588,176,2014-1,RE
11525,15588,208,2014-1,RE
11526,15588,70,2014-1,RE
11527,15588,244,2014-1,RE
11528,15588,289,2014-1,RE
11529,15588,70,2015-2,RE
11530,15588,244,2015-2,RE
11531,15598,264,2014-1,D
11532,15598,278,2014-2,C
11533,15598,264,2015-1,WF
11534,15598,265,2015-1,WF
11535,15598,295,2018-1,B+
11536,15598,7,2019-2,C+
11537,15598,156,2014-1,P
11538,15598,70,2014-1,B+
11539,15598,244,2014-2,F
11540,15598,49,2018-1,P
11541,15598,159,2018-2,F
11542,15598,55,2019-2,B+
11543,15598,159,2019-2,C+
11544,15598,281,2019-2,A-
11545,15598,244,2015-1,C+
11546,15598,52,2018-2,A
11547,15598,54,2019-2,D+
11548,15598,18,2014-1,C
11549,15598,203,2014-1,C
11550,15598,265,2015-2,D
11551,15598,297,2015-2,F
11552,15598,20,2018-2,C
11553,15598,55,2019-1,D
11554,15598,176,2019-2,C
11555,15598,17,2014-1,C+
11556,15598,19,2018-2,B+
11557,15598,53,2019-2,C+
11558,15598,158,2018-1,B+
11559,15598,51,2018-2,B+
11560,15598,6,2019-1,C
11561,15628,158,2013-2,B
11562,15628,73,2014-1,C+
11563,15628,159,2014-1,B+
11564,15628,208,2013-2,WF
11565,15628,244,2013-2,B
11566,15628,209,2014-1,W
11567,15628,72,2013-2,A-
11568,15628,208,2014-1,F
11569,15628,74,2013-2,B+
11570,15628,278,2014-1,C
11571,15628,299,2014-1,A
11572,15639,244,2014-1,C
11573,15639,158,2014-2,D+
11574,15639,265,2016-1,A-
11575,15639,176,2014-2,D+
11576,15639,158,2016-1,W
11577,15639,203,2014-1,D+
11578,15639,278,2014-1,F
11579,15639,70,2015-2,B
11580,15639,200,2016-1,P
11581,15639,156,2014-1,P
11582,15639,289,2014-1,D+
11583,15639,208,2015-1,RE
11584,15639,289,2015-1,RE
11585,15639,278,2015-2,B
11586,15639,284,2014-1,C
11587,15639,278,2015-1,RE
11588,15639,289,2016-1,B+
11589,15656,244,2013-2,B
11590,15656,208,2015-1,F
11591,15656,158,2013-2,F
11592,15656,284,2013-2,C
11593,15656,72,2015-2,F
11594,15661,215,2014-2,B+
11595,15661,244,2017-2,NG
11596,15661,176,2017-2,C+
11597,15661,159,2014-2,C+
11598,15661,90,2016-1,C+
11599,15661,224,2016-1,F
11600,15661,74,2013-2,F
11601,15661,209,2014-1,B
11602,15661,79,2015-2,A
11603,15661,97,2016-2,B+
11604,15661,158,2013-2,F
11605,15661,158,2014-1,B
11606,15661,74,2015-1,A-
11607,15661,80,2015-2,A-
11608,15661,94,2016-1,F
11609,15661,284,2016-1,D
11610,15661,99,2016-2,C+
11611,15661,94,2017-1,F
11612,15661,244,2018-1,B+
11613,15661,72,2013-2,F
11614,15661,208,2013-2,C+
11615,15661,73,2015-1,A
11616,15661,95,2016-1,C
11617,15661,96,2016-2,B
11618,15661,224,2017-1,B
11619,15661,268,2015-2,A
11620,15661,269,2015-2,C
11621,15661,92,2016-1,B+
11622,15661,93,2018-1,F
11623,15690,72,2013-2,F
11624,15690,74,2013-2,F
11625,15690,278,2013-2,F
11626,15690,208,2013-2,F
11627,15694,158,2013-2,F
11628,15694,176,2013-2,B
11629,15694,244,2013-2,C+
11630,15694,278,2013-2,C+
11631,15698,74,2014-1,WF
11632,15698,159,2014-2,C
11633,15698,74,2013-2,RE
11634,15698,209,2014-1,WF
11635,15698,72,2013-2,RE
11636,15698,73,2014-1,WF
11637,15698,284,2014-2,NG
11638,15698,158,2013-2,RE
11639,15698,244,2013-2,RE
11640,15698,208,2014-1,WF
11641,15698,208,2013-2,RE
11642,15698,284,2013-2,RE
11643,15698,158,2014-1,C+
11644,15698,176,2014-2,F
11645,15712,155,2014-2,P
11646,15712,278,2014-1,C
11647,15712,244,2014-2,C+
11648,15715,244,2013-2,A
11649,15715,70,2013-2,A-
11650,15715,158,2013-2,A-
11651,15715,278,2013-2,A-
11652,15719,278,2013-2,C
11653,15719,244,2013-2,C
11654,15719,244,2014-1,D+
11655,15719,158,2013-2,D+
11656,15719,284,2013-2,C
11657,15719,155,2014-1,P
11658,15725,158,2013-2,B
11659,15725,244,2013-2,A-
11660,15725,278,2013-2,C+
11661,15725,70,2013-2,B
11662,15729,244,2013-2,F
11663,15729,158,2013-3,NG
11664,15731,278,2013-2,B
11665,15731,158,2013-2,D+
11666,15731,244,2013-2,B
11667,15734,73,2019-1,W
11668,15734,74,2019-1,W
11669,15734,209,2019-1,C
11670,15734,203,2019-1,C+
11671,15734,75,2019-2,RE
11672,15734,215,2019-2,RE
11673,15734,158,2019-1,B
11674,15734,159,2019-2,RE
11675,15742,208,2014-1,F
11676,15742,209,2014-1,WF
11677,15742,208,2016-1,WF
11678,15742,73,2016-1,C
11679,15742,159,2016-2,A-
11680,15742,156,2014-2,F
11681,15742,73,2014-1,F
11682,15742,73,2014-2,F
11683,15742,74,2016-2,C
11684,15742,74,2014-1,D
11685,15742,244,2015-1,C+
11686,15742,158,2016-1,B+
11687,15742,155,2014-1,P
11688,15742,244,2014-2,F
11689,15742,284,2014-2,C
11690,15742,156,2015-1,P
11691,15742,278,2015-1,C
11692,15742,80,2016-2,F
11693,15760,155,2018-2,P
11694,15760,156,2019-1,P
11695,15760,77,2019-1,F
11696,15760,90,2019-1,C
11697,15760,265,2019-1,F
11698,15760,158,2019-2,C+
11699,15760,265,2019-3,F
11700,15760,76,2020-1,A
11701,15760,96,2020-2,C+
11702,15760,224,2021-3,D
11703,15760,73,2018-1,C
11704,15760,209,2018-1,C+
11705,15760,78,2018-2,B
11706,15760,92,2020-1,B
11707,15760,224,2022-1,C
11708,15760,208,2018-1,B
11709,15760,244,2018-1,B
11710,15760,276,2018-2,A
11711,15760,215,2019-2,AU
11712,15760,93,2020-1,C
11713,15760,159,2020-1,B
11714,15760,97,2020-2,C+
11715,15760,215,2021-2,B
11716,15760,74,2018-1,C+
11717,15760,75,2018-3,C+
11718,15760,98,2019-2,A-
11719,15760,284,2019-3,B
11720,15760,268,2018-2,B+
11721,15760,176,2018-3,B+
11722,15760,278,2019-1,F
11723,15760,160,2020-2,B
11724,15760,215,2020-2,D
11725,15760,109,2021-2,B+
11726,15760,75,2018-1,WF
11727,15760,215,2018-2,WF
11728,15760,80,2018-2,D+
11729,15760,269,2018-2,B
11730,15760,295,2018-2,P
11731,15760,80,2019-2,C+
11732,15760,265,2020-1,B
11733,15800,73,2017-1,F
11734,15800,74,2017-1,B
11735,15800,77,2018-1,NR
11736,15800,75,2018-1,NR
11737,15800,80,2018-2,F
11738,15800,209,2017-1,F
11739,15800,269,2017-1,WF
11740,15800,208,2017-1,F
11741,15800,73,2017-2,C
11742,15800,268,2017-1,B+
11743,15800,79,2017-2,B+
11744,15800,209,2017-2,C
11745,15800,90,2018-1,NR
11746,15800,269,2018-2,C
11747,15814,156,0000-1,TR
11748,15814,92,2015-1,B+
11749,15814,93,2015-1,B+
11750,15814,99,2015-2,A-
11751,15814,208,2014-1,B+
11752,15814,268,2014-2,A-
11753,15814,79,2014-2,B
11754,15814,215,2014-2,A-
11755,15814,244,2014-2,A-
11756,15814,224,2015-1,B
11757,15814,278,2015-1,B+
11758,15814,96,2015-2,B
11759,15814,158,2014-1,C
11760,15814,209,2014-1,B+
11761,15814,159,2014-2,B
11762,15814,269,2014-2,B
11763,15814,90,2015-1,C+
11764,15814,109,2015-2,A-
11765,15814,73,2014-1,A-
11766,15814,94,2015-1,A
11767,15814,97,2015-2,B
11768,15814,95,2015-1,B
11769,15814,74,2014-1,A-
11770,15814,295,2014-1,B
11771,15814,80,2014-2,B
11772,15814,176,2015-2,B+
11773,15840,155,0000-1,TR
11774,15841,158,2014-2,F
11775,15841,156,2014-1,P
11776,15841,158,2015-1,F
11777,15841,209,2014-1,WF
11778,15841,73,2014-1,F
11779,15841,74,2014-1,F
11780,15841,73,2014-2,F
11781,15841,244,2014-2,F
11782,15841,155,0000-1,TR
11783,15841,208,2014-1,F
11784,15851,156,0000-1,TR
11785,15852,158,2014-1,C
11786,15852,134,2015-1,F
11787,15852,159,2015-1,F
11788,15852,156,0000-1,TR
11789,15852,74,2014-1,F
11790,15852,51,2016-1,F
11791,15852,159,2016-1,NG
11792,15852,52,2018-1,NR
11793,15852,17,2016-1,F
11794,15852,51,2018-1,NR
11795,15852,208,2014-1,F
11796,15852,152,2015-1,NG
11797,15852,172,2015-1,NG
11798,15852,18,2016-1,F
11799,15852,176,2019-2,NG
11800,15852,209,2014-1,W
11801,15852,73,2014-1,F
11802,15852,278,2015-1,F
11803,15852,52,2016-1,F
11804,15852,17,2018-1,NR
11805,15852,18,2018-1,NR
11806,15852,289,2019-2,NG
11807,15852,159,2019-2,F
11808,15875,156,0000-1,TR
11809,15876,155,0000-1,TR
11810,15877,208,2014-1,F
11811,15877,158,2014-1,F
11812,15877,209,2014-1,F
11813,15877,156,0000-1,TR
11814,15877,73,2014-1,F
11815,15877,74,2014-1,F
11816,15883,156,0000-1,TR
11817,15884,208,2014-1,F
11818,15884,70,2014-3,A-
11819,15884,73,2015-1,F
11820,15884,79,2015-2,A-
11821,15884,93,2016-1,D+
11822,15884,269,2017-1,WF
11823,15884,176,2017-1,B+
11824,15884,215,2017-2,D
11825,15884,75,2018-1,C+
11826,15884,96,2019-2,A-
11827,15884,209,2014-1,WF
11828,15884,278,2016-2,C+
11829,15884,80,2017-2,F
11830,15884,289,2017-2,C
11831,15884,98,2019-1,C+
11832,15884,97,2019-2,B+
11833,15884,209,2019-2,B+
11834,15884,156,2014-1,P
11835,15884,73,2014-1,F
11836,15884,284,2014-2,F
11837,15884,74,2015-1,B
11838,15884,94,2016-1,F
11839,15884,95,2016-1,B
11840,15884,92,2019-1,B
11841,15884,269,2019-1,B
11842,15884,109,2019-2,A
11843,15884,215,2019-2,B+
11844,15884,155,0000-1,TR
11845,15884,159,2015-2,C+
11846,15884,90,2016-1,F
11847,15884,215,2016-2,D+
11848,15884,291,2018-1,A
11849,15884,215,2018-2,D
11850,15884,269,2018-2,D
11851,15884,93,2019-1,C
11852,15884,158,2014-2,F
11853,15884,158,2015-1,C+
11854,15884,73,2017-1,B
11855,15884,90,2018-1,C+
11856,15884,224,2019-1,C+
11857,15884,74,2014-1,F
11858,15884,208,2014-2,C
11859,15884,244,2015-2,C
11860,15884,268,2018-2,B+
11861,15884,80,2018-2,C+
11862,15929,268,2018-2,B+
11863,15929,80,2018-2,B
11864,15929,244,2018-2,B
11865,15929,265,2019-2,AU
11866,15929,160,2020-1,C+
11867,15929,109,2020-2,C
11868,15929,265,2020-2,F
11869,15929,265,2021-2,NG
11870,15929,158,2014-1,C+
11871,15929,208,2014-1,D+
11872,15929,73,2018-1,B+
11873,15929,74,2018-1,B
11874,15929,215,2018-2,B
11875,15929,269,2018-2,B
11876,15929,92,2019-1,C
11877,15929,278,2020-1,C+
11878,15929,265,2021-1,F
11879,15929,73,2014-1,C
11880,15929,75,2018-1,WF
11881,15929,78,2018-2,A-
11882,15929,98,2019-1,B
11883,15929,224,2019-1,B
11884,15929,278,2019-2,AU
11885,15929,265,2020-1,WF
11886,15929,176,2020-1,B+
11887,15929,74,2014-1,C
11888,15929,209,2014-1,D
11889,15929,289,2020-1,A-
11890,15929,244,2014-1,F
11891,15929,158,2018-1,B+
11892,15929,208,2018-1,A-
11893,15929,209,2018-1,A-
11894,15929,159,2018-2,WP
11895,15929,77,2019-1,B
11896,15929,97,2019-2,A-
11897,15929,159,2019-2,B+
11898,15929,93,2020-1,C+
11899,15929,75,2020-2,A-
11900,15929,291,2020-2,F
11901,15929,156,0000-1,TR
11902,15929,90,2019-1,C
11903,15929,93,2019-1,D+
11904,15929,75,2019-2,AU
11905,15929,96,2019-2,B
11906,15929,291,2021-1,D
11907,15974,156,0000-1,TR
11908,15975,155,2014-1,P
11909,15975,208,2014-1,B
11910,15975,79,2014-2,D
11911,15975,80,2014-2,D+
11912,15975,90,2015-1,C
11913,15975,278,2015-1,D
11914,15975,159,2015-2,WF
11915,15975,92,2016-1,C
11916,15975,95,2016-1,C
11917,15975,96,2019-2,AU
11918,15975,73,2014-1,B
11919,15975,209,2015-1,C+
11920,15975,93,2016-1,C
11921,15975,97,2017-2,D+
11922,15975,109,2017-2,C+
11923,15975,159,2018-1,B
11924,15975,74,2014-1,B+
11925,15975,156,2014-2,P
11926,15975,278,2014-2,WP
11927,15975,158,2015-1,C
11928,15975,224,2019-1,B
11929,15975,209,2014-1,WF
11930,15975,295,2014-1,C+
11931,15975,176,2014-2,C+
11932,15975,268,2015-2,A
11933,15975,269,2015-2,D+
11934,15975,269,2017-2,WF
11935,15975,269,2019-1,C
11936,15975,244,2014-2,C+
11937,15975,94,2015-1,B+
11938,15975,79,2015-2,B+
11939,15975,215,2015-2,F
11940,15975,96,2017-2,F
11941,15975,215,2017-2,C
11942,15975,80,2015-2,C
11943,15975,99,2017-2,C
11944,15975,224,2018-1,F
11945,15975,97,2019-2,C+
11946,15975,96,2020-2,B+
11947,16014,155,0000-1,TR
11948,16015,74,2014-1,B+
11949,16015,158,2014-1,C+
11950,16015,208,2014-1,C
11951,16015,79,2014-2,D+
11952,16015,215,2014-2,C+
11953,16015,95,2015-1,D
11954,16015,79,2015-2,A
11955,16015,176,2015-2,C+
11956,16015,109,2016-2,B+
11957,16015,159,2014-2,B
11958,16015,291,2015-2,C+
11959,16015,92,2016-1,C
11960,16015,209,2014-1,C
11961,16015,289,2014-2,D
11962,16015,90,2015-1,B
11963,16015,94,2015-1,B+
11964,16015,95,2016-1,A-
11965,16015,224,2016-1,C+
11966,16015,97,2016-2,B
11967,16015,73,2014-1,C+
11968,16015,93,2015-1,C
11969,16015,224,2015-1,F
11970,16015,244,2014-1,B
11971,16015,268,2014-2,A-
11972,16015,80,2014-2,D
11973,16015,269,2014-2,C
11974,16015,80,2015-2,C+
11975,16015,96,2016-2,C+
11976,16015,156,0000-1,TR
11977,16015,284,2016-1,B
11978,16015,99,2016-2,A-
11979,16046,155,0000-1,TR
11980,16047,209,2014-1,B+
11981,16047,269,2014-2,W
11982,16047,155,0000-1,TR
11983,16047,299,2014-1,A-
11984,16047,158,2014-2,C+
11985,16047,73,2014-1,F
11986,16047,208,2014-1,B
11987,16047,79,2014-2,C+
11988,16047,215,2014-2,C
11989,16047,244,2014-2,B
11990,16047,74,2014-1,C+
11991,16047,73,2014-2,F
11992,16047,156,2014-1,P
11993,16047,268,2014-2,B+
11994,16061,158,2014-1,B
11995,16061,244,2014-2,B
11996,16061,92,2016-1,C+
11997,16061,93,2016-1,C+
11998,16061,99,2016-2,B
11999,16061,268,2014-2,B+
12000,16061,73,2014-2,C
12001,16061,269,2015-2,B
12002,16061,295,2016-1,EX
12003,16061,97,2016-2,B
12004,16061,155,0000-1,TR
12005,16061,156,0000-1,TR
12006,16061,74,2014-1,B
12007,16061,269,2014-2,W
12008,16061,90,2015-1,C+
12009,16061,94,2015-1,A-
12010,16061,80,2015-2,B
12011,16061,109,2016-2,C+
12012,16061,79,2014-2,C+
12013,16061,73,2014-1,D
12014,16061,208,2014-1,C
12015,16061,209,2014-1,B+
12016,16061,299,2014-1,A-
12017,16061,159,2014-2,C
12018,16061,215,2014-2,C
12019,16061,224,2015-1,WF
12020,16061,95,2015-1,C+
12021,16061,176,2015-1,B+
12022,16061,278,2015-1,A-
12023,16061,224,2016-1,C
12024,16061,96,2016-2,B
12025,16092,156,0000-1,TR
12026,16092,244,2014-2,B+
12027,16092,155,0000-1,TR
12028,16092,73,2014-1,RE
12029,16092,291,2014-1,RE
12030,16092,158,2014-2,A-
12031,16092,74,2014-1,RE
12032,16092,208,2014-1,RE
12033,16092,291,2014-2,C+
12034,16092,209,2014-1,RE
12035,16092,158,2014-1,RE
12036,16103,156,0000-1,TR
12037,16104,156,0000-1,TR
12038,16104,73,2014-1,F
12039,16104,74,2014-1,WF
12040,16104,269,2014-1,C
12041,16104,268,2014-1,A
12042,16104,208,2014-1,WF
12043,16104,158,2014-1,C+
12044,16104,209,2014-1,WF
12045,16112,73,2014-1,F
12046,16112,268,2014-2,NG
12047,16112,269,2014-2,F
12048,16112,155,0000-1,TR
12049,16112,74,2014-1,F
12050,16112,208,2014-1,F
12051,16112,208,2015-1,NG
12052,16112,289,2014-1,F
12053,16112,209,2014-1,F
12054,16112,79,2014-2,F
12055,16112,80,2014-2,F
12056,16112,209,2015-1,NG
12057,16112,215,2014-2,F
12058,16112,73,2015-1,F
12059,16112,74,2015-1,F
12060,16127,155,0000-1,TR
12061,16127,284,2014-1,C
12062,16127,278,2014-1,F
12063,16127,70,2014-1,WF
12064,16127,265,2014-1,F
12065,16127,155,0000-1,TR
12066,16127,156,2014-1,P
12067,16134,79,2014-2,C+
12068,16134,159,2014-2,C
12069,16134,268,2015-1,W
12070,16134,96,2016-2,F
12071,16134,74,2014-1,B
12072,16134,208,2014-1,D+
12073,16134,297,2014-1,A-
12074,16134,176,2014-2,C+
12075,16134,90,2015-1,C
12076,16134,278,2014-2,D+
12077,16134,96,2015-2,F
12078,16134,109,2015-2,C
12079,16134,158,2014-1,B
12080,16134,80,2014-2,C
12081,16134,92,2015-1,C+
12082,16134,93,2015-1,C+
12083,16134,99,2015-2,F
12084,16134,99,2016-2,F
12085,16134,73,2014-1,C+
12086,16134,244,2014-2,B
12087,16134,269,2015-1,W
12088,16134,95,2015-1,B
12089,16134,97,2015-2,C
12090,16134,278,2016-2,NG
12091,16134,156,0000-1,TR
12092,16134,209,2014-1,D
12093,16134,94,2015-1,B+
12094,16161,74,2014-1,RE
12095,16161,209,2014-1,RE
12096,16161,156,0000-1,TR
12097,16161,208,2014-1,RE
12098,16161,73,2014-1,RE
12099,16161,299,2014-1,RE
12100,16161,158,2014-1,RE
12101,16168,73,2016-1,D
12102,16168,209,2014-1,WF
12103,16168,158,2014-1,C+
12104,16168,159,2015-1,D
12105,16168,244,2015-1,D
12106,16168,72,2016-1,B+
12107,16168,209,2016-2,D+
12108,16168,156,0000-1,TR
12109,16168,208,2014-1,F
12110,16168,159,2014-2,F
12111,16168,297,2014-2,B
12112,16168,74,2016-2,C+
12113,16168,269,2016-2,F
12114,16168,268,2017-1,B
12115,16168,269,2017-1,C+
12116,16168,208,2015-1,F
12117,16168,73,2017-1,F
12118,16168,73,2014-1,F
12119,16168,74,2014-1,F
12120,16168,269,2014-2,F
12121,16168,159,2016-1,B
12122,16189,73,2014-2,F
12123,16189,73,2014-1,WF
12124,16189,156,2014-2,P
12125,16189,208,2014-1,D
12126,16189,209,2014-1,F
12127,16189,155,0000-1,TR
12128,16189,74,2014-1,F
12129,16189,278,2014-1,F
12130,16189,284,2014-2,F
12131,16198,244,2014-2,NG
12132,16199,155,0000-1,TR
12133,16200,74,2014-1,D+
12134,16200,289,2014-1,C+
12135,16200,209,2015-1,A-
12136,16200,268,2015-2,A
12137,16200,291,2016-1,C+
12138,16200,215,2015-2,B
12139,16200,90,2016-1,B
12140,16200,94,2016-1,C
12141,16200,224,2018-3,B
12142,16200,158,2014-1,C
12143,16200,159,2014-2,C+
12144,16200,79,2015-2,A-
12145,16200,92,2017-1,F
12146,16200,109,2018-2,C
12147,16200,156,0000-1,TR
12148,16200,208,2014-1,F
12149,16200,244,2014-2,B
12150,16200,74,2015-1,B
12151,16200,269,2015-2,C+
12152,16200,176,2016-2,B+
12153,16200,278,2016-2,C
12154,16200,224,2017-1,F
12155,16200,92,2018-1,C+
12156,16200,73,2014-1,B
12157,16200,209,2014-1,D
12158,16200,80,2014-2,C+
12159,16200,208,2015-1,C+
12160,16200,93,2016-1,C
12161,16200,95,2016-1,A
12162,16200,97,2018-2,B
12163,16200,224,2018-1,D+
12164,16200,96,2018-2,B
12165,16200,98,2018-2,C+
12166,16233,208,2020-2,F
12167,16233,76,2020-1,A-
12168,16233,90,2020-1,C+
12169,16233,93,2020-1,C
12170,16233,78,2020-2,F
12171,16233,265,2020-2,F
12172,16239,74,2015-1,D
12173,16239,209,2014-1,F
12174,16239,209,2016-1,WF
12175,16239,244,2014-2,F
12176,16239,209,2015-1,F
12177,16239,155,2014-1,F
12178,16239,74,2014-1,W
12179,16239,208,2014-1,F
12180,16239,156,2014-2,F
12181,16239,284,2014-2,A
12182,16239,208,2015-1,F
12183,16239,73,2014-1,F
12184,16239,73,2014-2,F
12185,16239,156,2016-1,F
12186,16239,289,2014-1,D
12187,16239,73,2016-1,F
12188,16239,208,2016-1,F
12189,16256,156,0000-1,TR
12190,16257,156,0000-1,TR
12191,16258,156,2014-1,P
12192,16258,209,2014-1,F
12193,16258,73,2014-2,F
12194,16258,284,2015-2,D+
12195,16258,155,0000-1,TR
12196,16258,73,2014-1,D
12197,16258,158,2014-2,C
12198,16258,244,2014-2,B
12199,16258,159,2015-1,C+
12200,16258,79,2015-2,C+
12201,16258,208,2014-1,F
12202,16258,74,2015-1,B
12203,16258,74,2014-1,F
12204,16258,208,2015-2,F
12205,16272,74,2014-1,W
12206,16272,209,2014-1,F
12207,16272,159,2015-2,F
12208,16272,284,2015-2,F
12209,16272,284,2016-2,C
12210,16272,90,2019-1,C+
12211,16272,109,2019-2,A-
12212,16272,158,2014-1,C
12213,16272,291,2014-1,C+
12214,16272,209,2017-1,D+
12215,16272,215,2017-2,F
12216,16272,90,2018-1,D
12217,16272,159,2020-1,B
12218,16272,209,2015-1,D+
12219,16272,284,2015-1,F
12220,16272,95,2017-1,WF
12221,16272,73,2018-1,B
12222,16272,209,2018-1,C
12223,16272,77,2019-1,C+
12224,16272,93,2019-1,C
12225,16272,73,2014-1,D
12226,16272,208,2014-1,F
12227,16272,208,2015-1,D
12228,16272,159,2016-2,F
12229,16272,80,2018-2,B+
12230,16272,215,2018-2,B+
12231,16272,98,2019-1,A-
12232,16272,224,2019-1,C
12233,16272,156,0000-1,TR
12234,16272,159,2014-2,F
12235,16272,244,2014-2,B
12236,16272,74,2015-1,C+
12237,16272,208,2017-1,B
12238,16272,269,2017-2,C
12239,16272,75,2019-2,A-
12240,16272,96,2019-2,B
12241,16272,159,2019-2,D
12242,16272,73,2014-2,D
12243,16272,176,2015-2,B
12244,16272,79,2016-2,B
12245,16272,268,2017-2,A-
12246,16272,92,2019-1,C+
12247,16272,97,2019-2,B+
12248,16315,156,0000-1,TR
12249,16316,147,2014-1,A
12250,16317,244,2014-1,A-
12251,16317,73,2014-1,B+
12252,16317,74,2014-1,W
12253,16320,244,2015-1,D
12254,16320,253,2016-2,C
12255,16320,70,2017-1,C+
12256,16320,284,2015-1,F
12257,16320,203,2016-2,C
12258,16320,155,2015-2,P
12259,16320,72,2015-2,W
12260,16320,208,2015-2,D
12261,16320,289,2015-2,A
12262,16320,156,2016-1,F
12263,16320,284,2016-1,B
12264,16320,244,2017-1,C+
12265,16320,138,2016-1,C+
12266,16320,156,2017-1,P
12267,16320,291,2017-1,A-
12268,16320,265,2016-1,C+
12269,16320,156,2016-2,F
12270,16320,70,2016-2,D
12271,16320,176,2017-1,C
12272,16339,160,2019-2,B+
12273,16339,73,2018-1,A-
12274,16339,75,2018-1,A-
12275,16339,80,2018-2,A
12276,16339,90,2019-1,B+
12277,16339,92,2019-1,A
12278,16339,78,2018-2,B+
12279,16339,96,2019-2,A-
12280,16339,109,2019-2,A-
12281,16339,74,2018-1,A-
12282,16339,97,2019-2,B+
12283,16339,77,2019-1,A
12284,16339,93,2019-1,B+
12285,16339,98,2019-1,B+
12286,16353,176,2014-2,B
12287,16353,209,2015-1,B+
12288,16353,268,2015-2,A
12289,16353,92,2016-1,B+
12290,16353,95,2016-1,B
12291,16353,224,2016-1,C
12292,16353,159,2014-2,B+
12293,16353,79,2015-2,A-
12294,16353,90,2016-1,C+
12295,16353,96,2016-2,C+
12296,16353,74,2015-1,B+
